date,avg_price
2024/3/6 16:05,6.873118971
2024/3/6 16:06,4.561627907
2024/3/6 16:09,0.7
2024/3/6 16:10,1.3
2024/3/6 16:11,1.13
2024/3/6 16:12,1.7
2024/3/6 16:13,0.4
2024/3/6 16:14,0.35
2024/3/6 16:15,0.61275
2024/3/6 16:16,0.433333333
2024/3/6 16:17,0.4
2024/3/6 16:18,0.94
2024/3/7 8:33,6.962207792
2024/3/7 8:34,3.87625
2024/3/7 9:32,5.7316
2024/3/7 9:33,6.726842105
2024/3/7 9:34,5.724029126
2024/3/7 9:35,4.908518519
2024/3/7 16:01,7.215090909
2024/3/7 16:02,4.561627907
2024/3/7 16:05,6.760346154
2024/3/7 16:06,1.792857143
2024/3/7 16:07,0.55
2024/3/7 16:08,1.688571429
2024/3/7 16:09,1.525
2024/3/7 16:13,1.3
2024/3/7 16:14,0.6
2024/3/7 16:15,0.3
2024/3/7 16:16,0.55
2024/3/7 16:20,0.4
2024/3/8 8:09,6.631803279
2024/3/8 8:10,4.605737705
2024/3/8 8:17,5.0913
2024/3/8 8:31,6.83375
2024/3/8 8:32,5.516313131
2024/3/8 8:33,5.607857143
2024/3/8 16:05,6.283439153
2024/3/8 16:06,0.7075
2024/3/9 16:06,6.38024911
2024/3/9 16:07,0.708181818
2024/3/9 16:45,5.7544
2024/3/9 16:47,6.595434783
2024/3/9 16:48,6.729736842
2024/3/9 17:18,6.295433071
2024/3/9 17:19,5.388582677
2024/3/10 9:03,5.622287823
2024/3/10 9:04,5.91362963
2024/3/10 9:05,5.401269841
2024/3/10 16:01,5.977113402
2024/3/10 16:07,6.396964286
2024/3/10 16:08,0.756428571
2024/3/11 8:11,6.67626087
2024/3/11 8:12,5.316325758
2024/3/11 8:15,5.7544
2024/3/11 16:04,6.68374613
2024/3/11 16:05,4.425681818
2024/3/12 9:45,5.634008439
2024/3/12 9:46,5.594505495
2024/3/12 10:15,5.7616
2024/3/12 16:07,6.592111111
2024/3/12 16:08,0.4
2024/3/13 9:38,6.693289474
2024/3/13 9:39,5.540044444
2024/3/13 9:40,5.354878049
2024/3/13 9:41,5.772266667
2024/3/14 7:41,5.57752
2024/3/14 7:42,6.27942623
2024/3/14 7:43,5.121016949
2024/3/14 11:07,7.599130435
2024/3/14 11:08,5.66
2024/3/15 9:30,6.583606557
2024/3/15 9:31,4.585873016
2024/3/15 9:34,6.518016529
2024/3/15 9:35,5.433551724
2024/3/16 9:17,5.881629073
2024/3/16 9:18,5.228167939
2024/3/17 9:49,6.093363229
2024/3/17 9:50,5.507687296
2024/3/18 9:15,6.745
2024/3/18 9:16,5.379369369
2024/3/18 9:17,4.611875
2024/3/18 22:50,7.593489933
2024/3/18 22:51,5.544513274
2024/3/18 22:52,1.221875
2024/3/18 22:53,5.169385965
2024/3/18 22:54,1.006666667
2024/3/19 9:36,6.874251497
2024/3/19 9:37,5.139202454
2024/3/19 9:38,4.976722222
2024/3/19 9:39,6.047319588
2024/3/20 10:42,6.040403226
2024/3/20 10:43,6.435912807
2024/3/20 10:44,5.278070588
2024/3/21 9:36,6.460560748
2024/3/21 9:37,5.740684597
2024/3/21 9:38,5.185545852
2024/3/21 9:39,5.053
2024/3/22 9:59,6.612916667
2024/3/22 10:00,5.232824957
2024/3/22 10:01,1.182222222
2024/3/23 8:47,5.656864407
2024/3/23 8:48,5.865252336
2024/3/23 8:49,5.056393443
2024/3/24 9:41,5.613842365
2024/3/24 9:42,6.270515152
2024/3/24 9:43,5.13
2024/3/24 9:44,5.66
2024/3/25 7:57,6.001864407
2024/3/25 7:58,6.368588957
2024/3/25 7:59,4.887040498
2024/3/25 8:01,4.246
2024/3/26 9:08,6.238181818
2024/3/26 9:09,7.021605839
2024/3/26 9:10,5.362290441
2024/3/26 9:11,4.776133829
2024/3/26 9:29,6.121644444
2024/3/26 9:30,6.156198529
2024/3/26 9:31,4.367472527
2024/3/27 9:32,7.107857143
2024/3/27 9:33,6.564634921
2024/3/27 9:34,5.275340087
2024/3/27 9:35,6.523333333
2024/3/28 9:47,7.137205882
2024/3/28 9:48,6.130450549
2024/3/28 9:49,5.266090226
2024/3/29 10:00,6.570096154
2024/3/29 10:01,6.312432
2024/3/29 10:02,5.292112717
2024/3/30 9:56,6.544930556
2024/3/30 9:57,6.097329305
2024/3/30 9:58,4.78
2024/3/31 9:42,7.297239264
2024/3/31 9:43,6.58390932
2024/3/31 9:44,5.219797048
2024/3/31 9:46,6.36
2024/3/31 9:47,4.262
2024/3/31 9:48,6.329571429
2024/3/31 9:49,4.866792453
2024/4/1 10:24,7.062371134
2024/4/1 10:25,5.850105437
2024/4/1 10:26,5.370326087
2024/4/2 8:01,6.753230769
2024/4/2 8:02,6.501740741
2024/4/2 8:03,5.338659612
2024/4/2 8:04,5.46088
2024/4/2 8:05,5.516086957
2024/4/3 10:33,6.612035398
2024/4/3 10:34,5.838190996
2024/4/3 10:35,5.549853659
2024/4/3 10:36,5.023703704
2024/4/3 17:36,5.630666667
2024/4/4 9:21,7.045151515
2024/4/4 9:22,5.991112195
2024/4/4 9:23,5.436947608
2024/4/5 9:53,6.966117647
2024/4/5 9:54,6.457814745
2024/4/5 9:55,5.298509213
2024/4/6 11:27,7.130506329
2024/4/6 11:28,6.291957245
2024/4/6 11:29,5.690223097
2024/4/6 11:30,5.813043478
2024/4/7 9:27,7.034639175
2024/4/7 9:28,6.628626506
2024/4/7 9:29,5.445450581
2024/4/7 9:30,2
2024/4/8 12:15,6.572432432
2024/4/8 12:16,6.088082863
2024/4/8 12:17,5.324752747
2024/4/9 7:53,6.772077922
2024/4/9 7:54,6.531438679
2024/4/9 7:55,5.314548009
2024/4/9 7:56,5.348384279
2024/4/9 7:57,5.746533333
2024/4/10 10:03,6.407455621
2024/4/10 10:04,6.43604918
2024/4/10 10:05,5.227404762
2024/4/10 10:06,4.431764706
2024/4/11 9:42,7.47
2024/4/11 9:43,6.762463768
2024/4/11 9:44,5.238009975
2024/4/11 9:45,5.41030581
2024/4/12 10:46,6.60189911
2024/4/12 10:47,5.984323054
2024/4/12 10:48,5.003980263
2024/4/13 10:21,7.093389831
2024/4/13 10:22,6.375407855
2024/4/13 10:23,6.000930931
2024/4/13 10:24,5.295413223
2024/4/14 23:33,7.0924
2024/4/14 23:34,4.916647727
2024/4/14 23:36,7.115546218
2024/4/14 23:37,5.203643564
2024/4/14 23:38,5.965578947
2024/4/14 23:40,6.424631579
2024/4/14 23:41,5.419294118
2024/4/14 23:42,5.703076923
2024/4/14 23:43,6.300735294
2024/4/14 23:44,8.454273504
2024/4/14 23:45,5.252857143
2024/4/14 23:47,6.466304348
2024/4/14 23:48,4.296410256
2024/4/14 23:51,5.053
2024/4/14 23:54,6.1456
2024/4/15 10:04,7.507852761
2024/4/15 10:05,6.596780105
2024/4/15 10:06,5.357212476
2024/4/15 10:07,5.231712707
2024/4/16 9:35,7.599130435
2024/4/16 9:36,6.861922078
2024/4/16 9:37,5.803617204
2024/4/16 9:38,4.988146965
2024/4/16 9:39,5.709333333
2024/4/17 12:08,6.625384615
2024/4/17 12:09,6.362633028
2024/4/17 12:10,4.970897756
2024/4/17 12:11,5.442151899
2024/4/18 12:55,7.038714286
2024/4/18 12:56,7.21419195
2024/4/18 12:57,5.413033088
2024/4/18 12:58,5.297637795
2024/4/18 12:59,4.047384615
2024/4/19 11:05,6.55039823
2024/4/19 11:06,7.26534715
2024/4/19 11:07,5.551108434
2024/4/19 11:08,4.749605911
2024/4/19 11:09,5.945868545
2024/4/19 11:10,4.0234
2024/4/20 10:07,7.599130435
2024/4/20 10:08,5.836363636
2024/4/20 10:09,5.512367688
2024/4/20 10:10,7.3284
2024/4/20 10:11,5.919197652
2024/4/20 10:12,5.004743719
2024/4/21 10:10,6.480281996
2024/4/21 10:11,5.913419032
2024/4/21 10:12,5.370515464
2024/4/21 22:53,5.013881579
2024/4/22 11:24,6.15776908
2024/4/22 11:25,5.188176591
2024/4/22 11:26,7.57483871
2024/4/22 11:27,5.613147541
2024/4/23 9:37,6.259223301
2024/4/23 9:38,5.874487113
2024/4/23 9:39,5.544548495
2024/4/24 8:14,7.057964602
2024/4/24 8:15,6.397112861
2024/4/24 8:16,6.647464286
2024/4/24 8:50,5.421566265
2024/4/24 9:54,5.147272727
2024/4/25 9:36,7.101030973
2024/4/25 9:37,6.310458333
2024/4/25 9:38,5.20047619
2024/4/26 9:16,6.72770632
2024/4/26 9:17,6.206800363
2024/4/26 9:18,5.637885305
2024/4/26 9:19,4.933421053
2024/4/26 9:20,5.001538462
2024/4/27 9:35,6.861910256
2024/4/27 9:36,6.060447644
2024/4/27 9:37,5.54878327
2024/4/27 9:38,4.717192982
2024/4/28 9:45,7.024834286
2024/4/28 9:46,6.252362007
2024/4/28 9:47,5.174902913
2024/4/28 9:59,6.93965035
2024/4/28 10:00,4.717192982
2024/4/29 9:53,6.974918919
2024/4/29 9:54,5.103792308
2024/4/29 9:55,6.497014925
2024/4/29 9:56,4.633157895
2024/4/29 9:57,5.137368421
2024/4/30 7:49,6.56933
2024/4/30 7:50,7.225220745
2024/4/30 7:51,5.24722252
2024/4/30 7:52,5.595730858
2024/4/30 7:53,4.111621622
2024/4/30 7:54,5.008181818
2024/5/1 14:40,6.916895652
2024/5/1 14:41,6.379779245
2024/5/1 14:42,5.67419802
2024/5/1 14:43,5.623064516
2024/5/1 14:44,4.717192982
2024/5/2 11:33,6.824610778
2024/5/2 11:34,6.009
2024/5/2 11:35,6.038510638
2024/5/2 11:36,5.498487805
2024/5/2 11:37,4.682982456
2024/5/3 11:19,7.147142857
2024/5/3 11:20,7.05102518
2024/5/3 11:21,5.051431711
2024/5/3 11:22,6.38173913
2024/5/3 11:23,4.682982456
2024/5/4 11:36,6.86047619
2024/5/4 11:37,6.564129213
2024/5/4 11:38,5.920659381
2024/5/4 11:39,5.591347518
2024/5/4 11:40,4.682982456
2024/5/5 18:05,6.942941176
2024/5/5 18:06,6.507918506
2024/5/5 18:07,5.458582317
2024/5/5 18:08,5.66375
2024/5/5 18:09,4.720208333
2024/5/6 10:51,6.733145161
2024/5/6 10:52,6.203226721
2024/5/6 10:53,5.639149723
2024/5/6 10:54,4.682982456
2024/5/7 8:16,6.481546392
2024/5/7 8:17,6.631716172
2024/5/7 8:18,5.738596434
2024/5/7 8:19,5.134390244
2024/5/7 8:22,7.504814815
2024/5/7 8:23,6.022258065
2024/5/7 8:24,4.682982456
2024/5/8 10:11,6.43370997
2024/5/8 10:12,5.858883905
2024/5/8 10:13,6.264
2024/5/8 10:14,4.682982456
2024/5/9 9:40,6.754161677
2024/5/9 9:41,6.122133909
2024/5/9 9:42,5.336220736
2024/5/9 9:43,4.728596491
2024/5/10 11:01,6.493043478
2024/5/10 11:02,6.309675676
2024/5/10 11:03,5.215433404
2024/5/11 9:46,6.526679245
2024/5/11 9:47,6.173165613
2024/5/11 9:48,5.32240625
2024/5/11 9:49,4.728596491
2024/5/12 9:21,6.638244514
2024/5/12 9:22,5.772564047
2024/5/12 9:23,5.990806452
2024/5/12 9:24,4.728596491
2024/5/13 10:59,6.867191011
2024/5/13 11:00,5.903392405
2024/5/13 11:01,5.312189055
2024/5/13 11:02,4.728596491
2024/5/14 9:22,6.488532982
2024/5/14 9:23,5.766244898
2024/5/14 9:24,5.325725191
2024/5/15 9:39,7.00147541
2024/5/15 9:40,6.724732601
2024/5/15 9:41,5.416611765
2024/5/16 8:22,6.808518519
2024/5/16 8:23,6.69015873
2024/5/16 8:24,6.006103659
2024/5/16 8:25,5.126085271
2024/5/17 8:07,6.470505837
2024/5/17 8:08,6.375209581
2024/5/17 8:09,4.673772242
2024/5/17 8:12,6.1119
2024/5/18 8:54,6.79262766
2024/5/18 8:55,5.359746647
2024/5/18 8:56,4.735614035
2024/5/19 8:34,7.050416667
2024/5/19 8:35,8.34231454
2024/5/19 8:36,5.224076655
2024/5/19 8:37,4.89
2024/5/20 9:36,6.181961783
2024/5/20 9:37,6.192121134
2024/5/20 9:38,5.085818966
2024/5/21 9:51,6.764
2024/5/21 9:52,5.52143949
2024/5/21 9:53,4.903638734
2024/5/21 22:40,6.461925466
2024/5/21 22:41,6.245588785
2024/5/21 22:42,4.894973262
2024/5/22 10:43,8.387206704
2024/5/22 10:44,6.639580247
2024/5/22 10:45,5.060940594
2024/5/23 9:33,6.59090566
2024/5/23 9:34,5.953776511
2024/5/23 9:35,4.887823529
2024/5/24 7:51,6.956666667
2024/5/24 7:52,8.478704663
2024/5/24 7:53,7.251442688
2024/5/24 7:54,4.834326425
2024/5/25 10:03,6.584973843
2024/5/25 10:04,5.836180328
2024/5/25 10:05,4.867341772
2024/5/26 9:04,6.915325301
2024/5/26 9:05,6.16387594
2024/5/26 9:06,4.848033981
2024/5/27 9:47,7.47125
2024/5/27 9:48,8.769905063
2024/5/27 9:49,5.090373692
2024/5/27 9:50,4.946666667
2024/5/28 9:35,6.743539823
2024/5/28 9:36,8.128228571
2024/5/28 9:37,5.148604207
2024/5/29 9:56,6.694180791
2024/5/29 9:57,8.774161616
2024/5/29 9:58,6.401765835
2024/5/29 9:59,5.006703704
2024/5/30 9:57,7.034444444
2024/5/30 9:58,7.89763245
2024/5/30 9:59,5.927836412
2024/5/31 9:27,7.262916667
2024/5/31 9:28,8.594571429
2024/5/31 9:29,5.096186186
2024/6/1 10:51,6.838176471
2024/6/1 10:52,8.065616361
2024/6/1 10:53,5.049955752
2024/6/2 9:34,6.505218579
2024/6/2 9:35,6.146696429
2024/6/2 9:36,4.8764
2024/6/3 11:17,7.34625
2024/6/3 11:18,8.482754887
2024/6/3 11:19,5.132903226
2024/6/4 9:21,6.5483125
2024/6/4 9:22,5.924146163
2024/6/4 9:23,4.867368421
2024/6/5 9:25,7.023333333
2024/6/5 9:26,6.48399084
2024/6/5 9:27,5.08282392
2024/6/6 10:15,8.434961749
2024/6/6 10:16,7.981427621
2024/6/6 10:17,4.994396552
2024/6/6 10:18,6.497804878
2024/6/6 10:19,3.883333333
2024/6/7 8:32,6.574774194
2024/6/7 8:33,8.823497041
2024/6/7 8:34,5.096387283
2024/6/8 10:04,7.278541667
2024/6/8 10:05,6.655576355
2024/6/8 10:06,5.162114754
2024/6/9 11:03,6.9445
2024/6/9 11:04,6.825179884
2024/6/9 11:05,5.219845133
2024/6/9 11:06,4.858219178
2024/6/10 11:50,7.159791667
2024/6/10 11:51,8.427903226
2024/6/10 11:52,7.588150754
2024/6/10 11:53,4.859775785
2024/6/10 23:15,6.558547009
2024/6/10 23:17,3.3944
2024/6/10 23:18,5.521839623
2024/6/10 23:19,5.966097561
2024/6/10 23:20,6.162195122
2024/6/10 23:21,5.3290625
2024/6/10 23:22,6.700876289
2024/6/10 23:23,22.54736559
2024/6/10 23:24,9.943551797
2024/6/10 23:25,9.033333333
2024/6/10 23:26,7.568255814
2024/6/10 23:27,7.881035599
2024/6/10 23:28,6.118535565
2024/6/10 23:29,6.414508475
2024/6/10 23:30,7.490576923
2024/6/10 23:31,5.064460432
2024/6/10 23:32,6.274247312
2024/6/10 23:33,5.516958763
2024/6/10 23:34,6.368136201
2024/6/10 23:35,7.162727273
2024/6/10 23:36,7.109754386
2024/6/10 23:37,7.193449612
2024/6/10 23:38,7.168540146
2024/6/10 23:39,6.37952381
2024/6/10 23:40,11.00852273
2024/6/10 23:41,9.465038168
2024/6/10 23:42,10.12306604
2024/6/10 23:43,9.326949153
2024/6/10 23:44,6.310423729
2024/6/10 23:45,6.283495935
2024/6/10 23:46,6.762459016
2024/6/10 23:47,7.347058824
2024/6/10 23:48,6.768857143
2024/6/10 23:49,6.571349206
2024/6/10 23:50,8.22627907
2024/6/10 23:51,6.8965
2024/6/10 23:52,6.035234375
2024/6/10 23:53,6.232987805
2024/6/10 23:54,6.255804196
2024/6/10 23:55,6.257819149
2024/6/10 23:56,5.601625
2024/6/10 23:57,6.841415929
2024/6/10 23:58,5.772171053
2024/6/10 23:59,6.336285714
2024/6/11 0:00,7.0702
2024/6/11 0:01,8.017156398
2024/6/11 0:02,8.502035928
2024/6/11 0:03,8.267630058
2024/6/11 0:04,6.754455128
2024/6/11 0:05,8.370117096
2024/6/11 0:06,6.509320388
2024/6/11 0:07,6.336080586
2024/6/11 0:08,6.190695652
2024/6/11 0:09,7.817592295
2024/6/11 0:10,7.401926782
2024/6/11 0:11,8.761084337
2024/6/11 0:12,8.953140187
2024/6/11 0:13,5.98031746
2024/6/11 0:14,6.926685606
2024/6/11 0:15,6.623754717
2024/6/11 0:16,6.729722222
2024/6/11 0:17,7.263905192
2024/6/11 0:18,6.667867384
2024/6/11 0:19,7.639853556
2024/6/11 0:20,6.433566879
2024/6/11 0:21,7.351884422
2024/6/11 0:22,7.085961199
2024/6/11 0:23,6.647901961
2024/6/11 0:24,5.910894309
2024/6/11 0:25,6.251489796
2024/6/11 0:26,6.273831776
2024/6/11 0:27,6.078484848
2024/6/11 0:28,7.894081146
2024/6/11 0:29,6.591298969
2024/6/11 0:30,7.808403361
2024/6/11 0:31,7.30447983
2024/6/11 0:32,8.43655102
2024/6/11 0:33,7.705733855
2024/6/11 0:34,9.409375
2024/6/11 0:35,8.563891403
2024/6/11 0:36,6.945580357
2024/6/11 0:37,6.674385965
2024/6/11 0:38,7.032785146
2024/6/11 0:39,8.868493827
2024/6/11 0:40,8.968574879
2024/6/11 0:41,6.826162281
2024/6/11 0:42,6.432210797
2024/6/11 0:43,7.204589235
2024/6/11 0:44,6.29442029
2024/6/11 0:45,7.0475
2024/6/11 0:46,6.753815029
2024/6/11 0:47,7.895118577
2024/6/11 0:48,7.638149533
2024/6/11 0:49,7.720209424
2024/6/11 0:50,8.323755656
2024/6/11 0:51,6.246911197
2024/6/11 0:52,8.121230769
2024/6/11 0:53,6.114813084
2024/6/11 0:54,7.277629482
2024/6/11 0:55,7.518503563
2024/6/11 0:56,8.337181373
2024/6/11 0:57,6.250635514
2024/6/11 0:58,5.349700461
2024/6/11 0:59,6.474861461
2024/6/11 1:00,6.349946996
2024/6/11 1:01,8.228710462
2024/6/11 1:02,6.691353383
2024/6/11 1:03,6.27172043
2024/6/11 1:04,6.864624277
2024/6/11 1:05,7.074309091
2024/6/11 1:06,8.859563953
2024/6/11 1:07,7.404486607
2024/6/11 1:08,11.65599291
2024/6/11 1:09,7.635623269
2024/6/11 1:10,6.535272727
2024/6/11 1:11,4.246123596
2024/6/11 1:12,4.388653846
2024/6/11 1:13,4.592287736
2024/6/11 1:14,6.322403846
2024/6/11 1:15,5.033101604
2024/6/11 1:16,4.956825397
2024/6/11 1:17,4.41973607
2024/6/11 1:18,4.668280702
2024/6/11 1:19,5.147358491
2024/6/11 1:20,7.247015707
2024/6/11 1:21,8.552884161
2024/6/11 1:22,4.834336735
2024/6/11 1:23,7.597576419
2024/6/11 1:24,7.346245847
2024/6/11 1:25,7.498242678
2024/6/11 1:26,5.724201681
2024/6/11 1:27,7.192779553
2024/6/11 1:28,7.307245283
2024/6/11 1:29,11.79419664
2024/6/11 1:30,9.525666667
2024/6/11 1:31,8.139180723
2024/6/11 1:32,6.417567568
2024/6/11 1:33,5.911031519
2024/6/11 1:34,6.319283951
2024/6/11 1:35,7.211886792
2024/6/11 1:36,6.042162162
2024/6/11 1:37,8.190308123
2024/6/11 1:38,6.670031949
2024/6/11 1:39,9.328047337
2024/6/11 1:40,11.22824
2024/6/11 18:36,6.823442623
2024/6/11 18:37,10.57708333
2024/6/11 18:38,7.901571429
2024/6/11 18:39,5.816726768
2024/6/11 18:40,7.123909677
2024/6/11 18:41,6.510886525
2024/6/11 18:42,7.473054608
2024/6/11 18:43,8.677130282
2024/6/11 18:44,8.891287129
2024/6/11 18:45,9.531757679
2024/6/11 18:46,7.700585106
2024/6/11 18:47,7.279716776
2024/6/11 18:48,8.620420168
2024/6/11 18:49,8.740252294
2024/6/11 18:50,7.897471783
2024/6/11 18:51,6.864123134
2024/6/11 18:52,7.312483516
2024/6/11 18:53,6.789161148
2024/6/11 18:54,6.546693069
2024/6/11 18:55,7.623178484
2024/6/11 18:56,7.454635294
2024/6/11 18:57,7.16988764
2024/6/11 18:58,6.691473214
2024/6/11 18:59,6.316181818
2024/6/11 19:00,7.825048356
2024/6/11 19:01,6.958329939
2024/6/11 19:02,7.122554585
2024/6/11 19:03,6.959088785
2024/6/11 19:04,5.415617284
2024/6/11 19:05,6.307617021
2024/6/11 19:06,6.619241706
2024/6/11 19:07,7.092242798
2024/6/11 19:08,6.763383838
2024/6/11 19:09,6.965234216
2024/6/11 19:10,7.167784946
2024/6/11 19:11,6.37125261
2024/6/11 19:12,5.738139535
2024/6/11 19:13,6.163819444
2024/6/11 19:14,6.168941176
2024/6/11 19:15,7.435364892
2024/6/11 19:16,7.461141553
2024/6/11 19:17,8.046422414
2024/6/11 19:18,8.76692623
2024/6/11 19:19,5.909020979
2024/6/11 19:20,6.991451613
2024/6/11 19:21,6.768366935
2024/6/11 19:22,6.815090909
2024/6/11 19:23,7.66135468
2024/6/11 19:24,5.862758621
2024/6/11 19:25,7.839860835
2024/6/11 19:26,6.680906593
2024/6/11 19:27,6.895077519
2024/6/11 19:28,7.263514739
2024/6/11 19:29,7.838888889
2024/6/11 19:30,7.945227723
2024/6/11 19:31,11.46630058
2024/6/11 19:32,8.272188139
2024/6/11 19:33,6.296793249
2024/6/11 19:34,6.628817481
2024/6/11 19:35,6.383198529
2024/6/11 19:36,5.439642857
2024/6/11 19:37,6.257413395
2024/6/11 19:38,6.77637931
2024/6/11 19:39,7.825051813
2024/6/11 19:40,6.266413043
2024/6/11 19:41,6.831503958
2024/6/11 19:42,6.037659574
2024/6/11 19:43,6.606445783
2024/6/11 19:44,5.595876289
2024/6/11 19:45,6.054285714
2024/6/11 19:46,6.391961722
2024/6/11 19:47,6.651884058
2024/6/11 19:48,6.635084034
2024/6/11 19:49,7.078989899
2024/6/11 19:50,6.782651822
2024/6/11 19:51,6.789525773
2024/6/11 19:52,7.015558583
2024/6/11 19:53,7.383788462
2024/6/11 19:54,5.832559809
2024/6/11 19:55,6.601617647
2024/6/11 19:56,7.135644172
2024/6/11 19:57,6.656272189
2024/6/11 19:58,5.958482759
2024/6/11 19:59,5.662941176
2024/6/11 20:00,5.821275362
2024/6/11 20:01,7.729315673
2024/6/11 20:02,8.182531876
2024/6/11 20:03,7.833991031
2024/6/11 20:04,8.410617284
2024/6/11 20:05,8.46066787
2024/6/11 20:06,7.948088531
2024/6/11 20:07,7.591639676
2024/6/11 20:08,7.400878136
2024/6/11 20:09,9.758346457
2024/6/11 20:10,9.988517699
2024/6/11 20:11,8.317311234
2024/6/11 20:12,5.689178947
2024/6/11 20:13,7.184302789
2024/6/11 20:14,5.469703833
2024/6/11 20:15,5.776536697
2024/6/11 20:16,6.231856187
2024/6/11 20:17,7.171675258
2024/6/11 20:18,5.773580034
2024/6/11 20:19,6.32431068
2024/6/11 20:20,5.978640429
2024/6/11 20:21,6.126459144
2024/6/11 20:22,6.194558011
2024/6/11 20:23,6.987266811
2024/6/11 20:24,6.240175439
2024/6/11 20:25,6.273205575
2024/6/11 20:26,6.504311594
2024/6/11 20:27,6.257328042
2024/6/11 20:28,7.520460993
2024/6/11 20:29,6.390926966
2024/6/11 20:30,7.726123077
2024/6/11 20:31,6.835081522
2024/6/11 20:32,7.220952381
2024/6/11 20:33,7.782600733
2024/6/11 20:34,9.578142857
2024/6/11 20:35,8.56176
2024/6/11 20:36,7.885428571
2024/6/11 20:37,8.379236948
2024/6/11 20:38,8.292992958
2024/6/11 20:39,8.314297189
2024/6/11 20:40,8.917818182
2024/6/11 20:41,6.962711111
2024/6/11 20:42,8.79765343
2024/6/11 20:43,8.518127854
2024/6/11 20:44,9.569109312
2024/6/11 20:45,9.701854545
2024/6/11 20:46,10.31635593
2024/6/12 0:42,4.646882353
2024/6/12 0:43,5.061161826
2024/6/12 0:44,5.244937759
2024/6/12 0:45,5.351673004
2024/6/12 0:46,5.381646091
2024/6/12 0:47,5.423913043
2024/6/12 0:48,4.82342246
2024/6/12 0:49,5.085365854
2024/6/12 0:50,5.634633205
2024/6/12 0:51,5.219915612
2024/6/12 0:52,5.286848739
2024/6/12 0:53,5.663474903
2024/6/12 0:54,5.588838174
2024/6/12 0:55,5.54897541
2024/6/12 0:56,5.540983607
2024/6/12 0:57,5.35632
2024/6/12 0:58,5.363416667
2024/6/12 0:59,5.495394737
2024/6/12 1:00,7.737012448
2024/6/12 1:01,5.374316239
2024/6/12 1:02,5.529836066
2024/6/12 1:03,5.5712
2024/6/12 1:04,5.573956522
2024/6/12 1:05,5.34092827
2024/6/12 1:06,5.361787234
2024/6/12 1:07,5.530534979
2024/6/12 1:08,5.761280992
2024/6/12 1:09,5.24448
2024/6/12 1:10,5.597939914
2024/6/12 1:11,4.607068966
2024/6/12 9:37,16.27419048
2024/6/12 9:38,10.41236111
2024/6/12 9:39,7.107406143
2024/6/12 9:40,6.687003106
2024/6/12 9:41,6.255734597
2024/6/12 9:42,6.339733146
2024/6/12 9:43,6.195013193
2024/6/12 9:44,6.571401869
2024/6/12 9:45,7.530240642
2024/6/12 9:46,6.859387145
2024/6/12 9:47,5.937987322
2024/6/12 9:48,6.309165121
2024/6/12 9:49,6.189751656
2024/6/12 9:50,6.579182692
